Code,Center Name,Purchase Date,Indent Date,No of Purchy,Qty in Qtls
17,SEMARIA- I,15-01-2023,14-01-2023,3,159.99
17,SEMARIA- I,15-01-2023,15-01-2023,3,161.81
17,SEMARIA- I,16-01-2023,14-01-2023,3,161.37
17,SEMARIA- I,16-01-2023,15-01-2023,4,215.47
17,SEMARIA- I,16-01-2023,16-01-2023,12,493.40
17,SEMARIA- I,17-01-2023,14-01-2023,1,23.26
17,SEMARIA- I,17-01-2023,15-01-2023,1,23.41
17,SEMARIA- I,17-01-2023,16-01-2023,11,347.62
17,SEMARIA- I,17-01-2023,17-01-2023,8,369.77
17,SEMARIA- I,18-01-2023,16-01-2023,1,53.26
17,SEMARIA- I,18-01-2023,17-01-2023,15,619.97
17,SEMARIA- I,18-01-2023,18-01-2023,4,123.20
17,SEMARIA- I,19-01-2023,16-01-2023,2,46.92
17,SEMARIA- I,19-01-2023,17-01-2023,5,176.81
17,SEMARIA- I,19-01-2023,18-01-2023,9,359.07
17,SEMARIA- I,19-01-2023,19-01-2023,7,223.12
17,SEMARIA- I,20-01-2023,17-01-2023,1,23.51
17,SEMARIA- I,20-01-2023,18-01-2023,5,206.51
17,SEMARIA- I,20-01-2023,19-01-2023,8,306.69
17,SEMARIA- I,20-01-2023,20-01-2023,9,328.76
17,SEMARIA- I,22-01-2023,18-01-2023,1,53.21
17,SEMARIA- I,22-01-2023,19-01-2023,2,106.62
17,SEMARIA- I,22-01-2023,20-01-2023,2,106.77
17,SEMARIA- I,22-01-2023,21-01-2023,9,392.19
17,SEMARIA- I,22-01-2023,22-01-2023,6,289.77
17,SEMARIA- I,23-01-2023,20-01-2023,4,182.65
17,SEMARIA- I,23-01-2023,21-01-2023,11,467.42
17,SEMARIA- I,23-01-2023,22-01-2023,3,69.60
17,SEMARIA- I,23-01-2023,23-01-2023,12,310.03
17,SEMARIA- I,24-01-2023,23-01-2023,1,53.31
17,SEMARIA- I,24-01-2023,24-01-2023,15,650.82
17,SEMARIA- I,25-01-2023,24-01-2023,4,182.30
17,SEMARIA- I,25-01-2023,25-01-2023,14,506.08
17,SEMARIA- I,26-01-2023,24-01-2023,1,53.01
17,SEMARIA- I,26-01-2023,25-01-2023,6,229.23
17,SEMARIA- I,26-01-2023,26-01-2023,19,681.29
18,KIRATIPURVA -IV,21-11-2022,18-11-2022,5,206.02
18,KIRATIPURVA -IV,24-11-2022,18-11-2022,2,72.12
18,KIRATIPURVA -IV,24-11-2022,21-11-2022,3,153.85
18,KIRATIPURVA -IV,25-11-2022,24-11-2022,2,104.84
18,KIRATIPURVA -IV,25-11-2022,25-11-2022,2,104.94
18,KIRATIPURVA -IV,26-11-2022,24-11-2022,4,117.02
18,KIRATIPURVA -IV,26-11-2022,25-11-2022,1,23.76
18,KIRATIPURVA -IV,27-11-2022,27-11-2022,1,54.05
18,KIRATIPURVA -IV,28-11-2022,24-11-2022,3,92.26
18,KIRATIPURVA -IV,28-11-2022,25-11-2022,2,68.61
18,KIRATIPURVA -IV,28-11-2022,27-11-2022,1,54.45
18,KIRATIPURVA -IV,29-11-2022,24-11-2022,1,23.76
18,KIRATIPURVA -IV,29-11-2022,25-11-2022,2,47.47
18,KIRATIPURVA -IV,29-11-2022,27-11-2022,2,105.73
18,KIRATIPURVA -IV,29-11-2022,28-11-2022,8,244.32
18,KIRATIPURVA -IV,29-11-2022,29-11-2022,1,45.84
18,KIRATIPURVA -IV,30-11-2022,27-11-2022,3,98.25
18,KIRATIPURVA -IV,30-11-2022,28-11-2022,3,100.14
18,KIRATIPURVA -IV,30-11-2022,29-11-2022,2,105.68
18,KIRATIPURVA -IV,30-11-2022,30-11-2022,2,108.90
18,KIRATIPURVA -IV,01-12-2022,29-11-2022,2,77.27
18,KIRATIPURVA -IV,01-12-2022,30-11-2022,3,99.05
18,KIRATIPURVA -IV,01-12-2022,01-12-2022,1,22.18
18,KIRATIPURVA -IV,02-12-2022,29-11-2022,1,54.30
18,KIRATIPURVA -IV,02-12-2022,30-11-2022,3,130.03
18,KIRATIPURVA -IV,02-12-2022,01-12-2022,1,22.23
18,KIRATIPURVA -IV,03-12-2022,29-11-2022,2,99.34
18,KIRATIPURVA -IV,03-12-2022,01-12-2022,5,232.99
18,KIRATIPURVA -IV,04-12-2022,28-11-2022,3,66.23
18,KIRATIPURVA -IV,04-12-2022,29-11-2022,1,54.15
18,KIRATIPURVA -IV,04-12-2022,30-11-2022,1,54.40
18,KIRATIPURVA -IV,04-12-2022,01-12-2022,4,109.79
18,KIRATIPURVA -IV,04-12-2022,02-12-2022,4,184.53
18,KIRATIPURVA -IV,05-12-2022,05-12-2022,7,246.35
18,KIRATIPURVA -IV,06-12-2022,05-12-2022,2,46.63
18,KIRATIPURVA -IV,06-12-2022,06-12-2022,2,108.70
18,KIRATIPURVA -IV,07-12-2022,05-12-2022,1,22.92
18,KIRATIPURVA -IV,07-12-2022,07-12-2022,4,217.50
18,KIRATIPURVA -IV,08-12-2022,08-12-2022,5,230.62
18,KIRATIPURVA -IV,09-12-2022,06-12-2022,2,77.47
18,KIRATIPURVA -IV,09-12-2022,07-12-2022,2,70.88
18,KIRATIPURVA -IV,09-12-2022,08-12-2022,2,40.34
18,KIRATIPURVA -IV,09-12-2022,09-12-2022,6,283.00
18,KIRATIPURVA -IV,10-12-2022,06-12-2022,1,21.58
18,KIRATIPURVA -IV,10-12-2022,07-12-2022,1,16.48
18,KIRATIPURVA -IV,10-12-2022,08-12-2022,2,77.12
18,KIRATIPURVA -IV,10-12-2022,10-12-2022,2,106.77
18,KIRATIPURVA -IV,11-12-2022,07-12-2022,2,72.47
18,KIRATIPURVA -IV,11-12-2022,09-12-2022,6,217.64
18,KIRATIPURVA -IV,11-12-2022,10-12-2022,2,108.50
18,KIRATIPURVA -IV,11-12-2022,11-12-2022,1,50.79
18,KIRATIPURVA -IV,13-12-2022,10-12-2022,2,78.06
18,KIRATIPURVA -IV,13-12-2022,11-12-2022,5,175.57
18,KIRATIPURVA -IV,13-12-2022,12-12-2022,4,153.01
18,KIRATIPURVA -IV,13-12-2022,13-12-2022,1,20.84
18,KIRATIPURVA -IV,14-12-2022,10-12-2022,3,117.56
18,KIRATIPURVA -IV,14-12-2022,11-12-2022,3,124.98
18,KIRATIPURVA -IV,14-12-2022,12-12-2022,5,204.49
18,KIRATIPURVA -IV,14-12-2022,13-12-2022,3,127.46
18,KIRATIPURVA -IV,14-12-2022,14-12-2022,1,53.81
18,KIRATIPURVA -IV,15-12-2022,12-12-2022,1,54.35
18,KIRATIPURVA -IV,15-12-2022,13-12-2022,4,155.38
18,KIRATIPURVA -IV,15-12-2022,14-12-2022,3,132.21
18,KIRATIPURVA -IV,15-12-2022,15-12-2022,3,132.21
18,KIRATIPURVA -IV,16-12-2022,13-12-2022,4,123.31
18,KIRATIPURVA -IV,16-12-2022,14-12-2022,2,108.90
18,KIRATIPURVA -IV,16-12-2022,16-12-2022,3,160.32
18,KIRATIPURVA -IV,17-12-2022,14-12-2022,2,75.24
18,KIRATIPURVA -IV,17-12-2022,15-12-2022,3,150.43
18,KIRATIPURVA -IV,17-12-2022,17-12-2022,2,108.65
18,KIRATIPURVA -IV,18-12-2022,16-12-2022,3,98.16
18,KIRATIPURVA -IV,18-12-2022,17-12-2022,3,160.98
18,KIRATIPURVA -IV,18-12-2022,18-12-2022,5,202.50
18,KIRATIPURVA -IV,19-12-2022,16-12-2022,1,54.45
18,KIRATIPURVA -IV,19-12-2022,17-12-2022,2,70.68
18,KIRATIPURVA -IV,19-12-2022,18-12-2022,1,53.76
18,KIRATIPURVA -IV,19-12-2022,19-12-2022,6,261.90
18,KIRATIPURVA -IV,20-12-2022,18-12-2022,1,23.41
18,KIRATIPURVA -IV,20-12-2022,19-12-2022,1,49.20
18,KIRATIPURVA -IV,20-12-2022,20-12-2022,7,374.95
18,KIRATIPURVA -IV,21-12-2022,20-12-2022,2,105.34
18,KIRATIPURVA -IV,21-12-2022,21-12-2022,3,156.86
18,KIRATIPURVA -IV,22-12-2022,22-12-2022,4,210.43
18,KIRATIPURVA -IV,23-12-2022,21-12-2022,1,53.21
18,KIRATIPURVA -IV,23-12-2022,22-12-2022,4,147.11
18,KIRATIPURVA -IV,23-12-2022,23-12-2022,4,210.67
18,KIRATIPURVA -IV,24-12-2022,23-12-2022,1,54.05
18,KIRATIPURVA -IV,24-12-2022,24-12-2022,5,201.21
18,KIRATIPURVA -IV,25-12-2022,24-12-2022,3,157.36
18,KIRATIPURVA -IV,25-12-2022,25-12-2022,7,285.56
18,KIRATIPURVA -IV,26-12-2022,23-12-2022,1,52.37
18,KIRATIPURVA -IV,26-12-2022,24-12-2022,1,23.51
18,KIRATIPURVA -IV,26-12-2022,25-12-2022,3,127.71
18,KIRATIPURVA -IV,26-12-2022,26-12-2022,7,279.62
18,KIRATIPURVA -IV,27-12-2022,24-12-2022,1,46.13
18,KIRATIPURVA -IV,27-12-2022,25-12-2022,1,23.56
18,KIRATIPURVA -IV,27-12-2022,26-12-2022,3,101.12
18,KIRATIPURVA -IV,27-12-2022,27-12-2022,5,241.01
18,KIRATIPURVA -IV,28-12-2022,26-12-2022,3,116.52
18,KIRATIPURVA -IV,28-12-2022,27-12-2022,3,159.64
18,KIRATIPURVA -IV,28-12-2022,28-12-2022,4,209.97
18,KIRATIPURVA -IV,29-12-2022,26-12-2022,2,43.21
18,KIRATIPURVA -IV,29-12-2022,27-12-2022,1,54.40
18,KIRATIPURVA -IV,29-12-2022,28-12-2022,3,128.65
18,KIRATIPURVA -IV,29-12-2022,29-12-2022,4,197.15
18,KIRATIPURVA -IV,31-12-2022,28-12-2022,3,162.90
18,KIRATIPURVA -IV,31-12-2022,29-12-2022,4,146.41
18,KIRATIPURVA -IV,31-12-2022,30-12-2022,3,130.33
18,KIRATIPURVA -IV,31-12-2022,31-12-2022,4,88.11
18,KIRATIPURVA -IV,01-01-2023,29-12-2022,2,99.74
18,KIRATIPURVA -IV,01-01-2023,30-12-2022,2,108.26
18,KIRATIPURVA -IV,01-01-2023,01-01-2023,1,49.50
18,KIRATIPURVA -IV,02-01-2023,30-12-2022,3,132.61
18,KIRATIPURVA -IV,02-01-2023,31-12-2022,8,264.31
18,KIRATIPURVA -IV,02-01-2023,01-01-2023,8,269.52
18,KIRATIPURVA -IV,02-01-2023,02-01-2023,1,54.10
18,KIRATIPURVA -IV,03-01-2023,31-12-2022,4,174.49
18,KIRATIPURVA -IV,03-01-2023,01-01-2023,3,150.44
18,KIRATIPURVA -IV,03-01-2023,02-01-2023,3,125.88
18,KIRATIPURVA -IV,03-01-2023,03-01-2023,2,75.93
18,KIRATIPURVA -IV,04-01-2023,02-01-2023,1,54.15
18,KIRATIPURVA -IV,04-01-2023,03-01-2023,3,123.26
18,KIRATIPURVA -IV,04-01-2023,04-01-2023,5,209.09
18,KIRATIPURVA -IV,05-01-2023,03-01-2023,1,52.07
18,KIRATIPURVA -IV,05-01-2023,04-01-2023,2,100.48
18,KIRATIPURVA -IV,05-01-2023,05-01-2023,2,98.36
18,KIRATIPURVA -IV,06-01-2023,03-01-2023,4,113.74
18,KIRATIPURVA -IV,06-01-2023,04-01-2023,4,169.58
18,KIRATIPURVA -IV,06-01-2023,05-01-2023,1,54.45
18,KIRATIPURVA -IV,06-01-2023,06-01-2023,3,161.96
18,KIRATIPURVA -IV,07-01-2023,04-01-2023,1,23.07
18,KIRATIPURVA -IV,07-01-2023,05-01-2023,2,73.80
18,KIRATIPURVA -IV,07-01-2023,06-01-2023,5,200.17
18,KIRATIPURVA -IV,07-01-2023,07-01-2023,4,179.38
18,KIRATIPURVA -IV,09-01-2023,05-01-2023,2,108.30
18,KIRATIPURVA -IV,09-01-2023,06-01-2023,1,44.50
18,KIRATIPURVA -IV,09-01-2023,07-01-2023,1,20.59
18,KIRATIPURVA -IV,09-01-2023,08-01-2023,1,47.82
18,KIRATIPURVA -IV,10-01-2023,06-01-2023,4,201.27
18,KIRATIPURVA -IV,10-01-2023,07-01-2023,3,160.93
18,KIRATIPURVA -IV,10-01-2023,08-01-2023,1,23.71
18,KIRATIPURVA -IV,10-01-2023,09-01-2023,3,130.23
18,KIRATIPURVA -IV,10-01-2023,10-01-2023,1,54.05
18,KIRATIPURVA -IV,11-01-2023,08-01-2023,3,99.25
18,KIRATIPURVA -IV,11-01-2023,09-01-2023,5,233.15
18,KIRATIPURVA -IV,11-01-2023,10-01-2023,7,339.66
18,KIRATIPURVA -IV,11-01-2023,11-01-2023,1,54.15
18,KIRATIPURVA -IV,12-01-2023,06-01-2023,1,22.72
18,KIRATIPURVA -IV,12-01-2023,08-01-2023,1,54.15
18,KIRATIPURVA -IV,12-01-2023,10-01-2023,4,182.06
18,KIRATIPURVA -IV,12-01-2023,11-01-2023,5,198.75
18,KIRATIPURVA -IV,12-01-2023,12-01-2023,1,20.74
18,KIRATIPURVA -IV,13-01-2023,08-01-2023,1,54.20
18,KIRATIPURVA -IV,13-01-2023,10-01-2023,2,75.54
18,KIRATIPURVA -IV,13-01-2023,11-01-2023,6,255.21
18,KIRATIPURVA -IV,13-01-2023,12-01-2023,3,100.64
18,KIRATIPURVA -IV,13-01-2023,13-01-2023,1,19.90
18,KIRATIPURVA -IV,14-01-2023,08-01-2023,1,22.52
18,KIRATIPURVA -IV,14-01-2023,09-01-2023,2,73.85
18,KIRATIPURVA -IV,14-01-2023,11-01-2023,4,172.60
18,KIRATIPURVA -IV,14-01-2023,12-01-2023,3,160.77
18,KIRATIPURVA -IV,14-01-2023,13-01-2023,3,131.17
18,KIRATIPURVA -IV,14-01-2023,14-01-2023,2,106.62
18,KIRATIPURVA -IV,15-01-2023,12-01-2023,2,74.45
18,KIRATIPURVA -IV,15-01-2023,13-01-2023,4,122.36
18,KIRATIPURVA -IV,15-01-2023,14-01-2023,1,20.29
18,KIRATIPURVA -IV,15-01-2023,15-01-2023,1,54.35
18,KIRATIPURVA -IV,16-01-2023,13-01-2023,3,152.56
18,KIRATIPURVA -IV,16-01-2023,14-01-2023,3,71.23
18,KIRATIPURVA -IV,16-01-2023,15-01-2023,3,163.00
18,KIRATIPURVA -IV,16-01-2023,16-01-2023,4,216.46
18,KIRATIPURVA -IV,17-01-2023,14-01-2023,1,52.67
18,KIRATIPURVA -IV,17-01-2023,17-01-2023,3,157.01
18,KIRATIPURVA -IV,18-01-2023,15-01-2023,1,52.57
18,KIRATIPURVA -IV,18-01-2023,16-01-2023,1,48.81
18,KIRATIPURVA -IV,18-01-2023,17-01-2023,2,101.18
18,KIRATIPURVA -IV,18-01-2023,18-01-2023,6,253.33
18,KIRATIPURVA -IV,19-01-2023,16-01-2023,1,49.99
18,KIRATIPURVA -IV,19-01-2023,17-01-2023,1,54.05
18,KIRATIPURVA -IV,19-01-2023,19-01-2023,4,185.92
18,KIRATIPURVA -IV,20-01-2023,19-01-2023,4,123.95
18,KIRATIPURVA -IV,20-01-2023,20-01-2023,2,78.01
18,KIRATIPURVA -IV,21-01-2023,18-01-2023,1,23.76
18,KIRATIPURVA -IV,21-01-2023,19-01-2023,1,54.45
18,KIRATIPURVA -IV,21-01-2023,21-01-2023,3,154.99
18,KIRATIPURVA -IV,22-01-2023,19-01-2023,5,208.79
18,KIRATIPURVA -IV,22-01-2023,21-01-2023,5,210.07
18,KIRATIPURVA -IV,22-01-2023,22-01-2023,1,53.56
18,KIRATIPURVA -IV,23-01-2023,20-01-2023,2,102.12
18,KIRATIPURVA -IV,23-01-2023,22-01-2023,2,71.58
18,KIRATIPURVA -IV,23-01-2023,23-01-2023,1,49.80
18,KIRATIPURVA -IV,24-01-2023,20-01-2023,1,47.62
18,KIRATIPURVA -IV,24-01-2023,21-01-2023,2,39.60
18,KIRATIPURVA -IV,24-01-2023,22-01-2023,3,142.26
18,KIRATIPURVA -IV,24-01-2023,23-01-2023,3,130.88
18,KIRATIPURVA -IV,24-01-2023,24-01-2023,3,100.48
18,KIRATIPURVA -IV,25-01-2023,22-01-2023,1,23.71
18,KIRATIPURVA -IV,25-01-2023,23-01-2023,1,54.45
18,KIRATIPURVA -IV,25-01-2023,24-01-2023,4,122.01
18,KIRATIPURVA -IV,25-01-2023,25-01-2023,1,21.88
18,KIRATIPURVA -IV,26-01-2023,22-01-2023,1,38.02
18,KIRATIPURVA -IV,26-01-2023,23-01-2023,2,103.70
18,KIRATIPURVA -IV,26-01-2023,24-01-2023,1,49.90
18,KIRATIPURVA -IV,26-01-2023,25-01-2023,3,122.26
18,KIRATIPURVA -IV,26-01-2023,26-01-2023,3,101.47
19,HAUKANA MATERA,14-11-2022,13-11-2022,4,106.17
19,HAUKANA MATERA,14-11-2022,14-11-2022,2,66.92
19,HAUKANA MATERA,16-11-2022,15-11-2022,4,162.11
19,HAUKANA MATERA,16-11-2022,16-11-2022,1,53.21
19,HAUKANA MATERA,18-11-2022,13-11-2022,1,46.73
19,HAUKANA MATERA,18-11-2022,14-11-2022,4,160.28
19,HAUKANA MATERA,18-11-2022,15-11-2022,1,43.56
19,HAUKANA MATERA,18-11-2022,16-11-2022,2,40.45
19,HAUKANA MATERA,18-11-2022,17-11-2022,3,144.93
19,HAUKANA MATERA,20-11-2022,14-11-2022,4,147.71
19,HAUKANA MATERA,20-11-2022,15-11-2022,4,136.77
19,HAUKANA MATERA,20-11-2022,16-11-2022,4,108.26
19,HAUKANA MATERA,20-11-2022,17-11-2022,3,150.82
19,HAUKANA MATERA,20-11-2022,20-11-2022,2,102.22
19,HAUKANA MATERA,21-11-2022,16-11-2022,2,76.18
19,HAUKANA MATERA,21-11-2022,17-11-2022,4,117.95
19,HAUKANA MATERA,22-11-2022,17-11-2022,2,46.24
19,HAUKANA MATERA,22-11-2022,20-11-2022,2,75.49
19,HAUKANA MATERA,22-11-2022,21-11-2022,2,41.28
19,HAUKANA MATERA,22-11-2022,22-11-2022,7,238.33
19,HAUKANA MATERA,23-11-2022,21-11-2022,4,137.37
19,HAUKANA MATERA,23-11-2022,22-11-2022,2,45.20
19,HAUKANA MATERA,23-11-2022,23-11-2022,8,294.91
19,HAUKANA MATERA,25-11-2022,22-11-2022,2,47.02
19,HAUKANA MATERA,25-11-2022,24-11-2022,7,213.85
19,HAUKANA MATERA,25-11-2022,25-11-2022,1,22.92
19,HAUKANA MATERA,26-11-2022,23-11-2022,1,21.78
19,HAUKANA MATERA,26-11-2022,24-11-2022,3,88.70
19,HAUKANA MATERA,26-11-2022,26-11-2022,2,102.41
19,HAUKANA MATERA,27-11-2022,24-11-2022,5,186.16
19,HAUKANA MATERA,27-11-2022,25-11-2022,6,220.67
19,HAUKANA MATERA,27-11-2022,26-11-2022,4,202.70
19,HAUKANA MATERA,27-11-2022,27-11-2022,3,146.77
19,HAUKANA MATERA,28-11-2022,25-11-2022,1,42.62
19,HAUKANA MATERA,28-11-2022,26-11-2022,2,46.33
19,HAUKANA MATERA,28-11-2022,27-11-2022,4,119.44
19,HAUKANA MATERA,29-11-2022,25-11-2022,5,195.83
19,HAUKANA MATERA,29-11-2022,26-11-2022,1,51.48
19,HAUKANA MATERA,29-11-2022,28-11-2022,3,145.18
19,HAUKANA MATERA,30-11-2022,26-11-2022,1,53.56
19,HAUKANA MATERA,30-11-2022,27-11-2022,2,96.32
19,HAUKANA MATERA,30-11-2022,28-11-2022,2,69.30
19,HAUKANA MATERA,30-11-2022,29-11-2022,3,156.81
19,HAUKANA MATERA,30-11-2022,30-11-2022,1,52.57
19,HAUKANA MATERA,01-12-2022,27-11-2022,1,46.98
19,HAUKANA MATERA,01-12-2022,28-11-2022,3,134.98
19,HAUKANA MATERA,01-12-2022,29-11-2022,1,47.67
19,HAUKANA MATERA,01-12-2022,30-11-2022,3,94.94
19,HAUKANA MATERA,01-12-2022,01-12-2022,2,75.49
19,HAUKANA MATERA,02-12-2022,28-11-2022,2,68.60
19,HAUKANA MATERA,02-12-2022,29-11-2022,1,47.77
19,HAUKANA MATERA,02-12-2022,30-11-2022,2,76.88
19,HAUKANA MATERA,02-12-2022,01-12-2022,1,20.69
19,HAUKANA MATERA,03-12-2022,29-11-2022,3,120.54
19,HAUKANA MATERA,03-12-2022,30-11-2022,3,100.44
19,HAUKANA MATERA,04-12-2022,28-11-2022,2,103.75
19,HAUKANA MATERA,04-12-2022,29-11-2022,1,53.81
19,HAUKANA MATERA,04-12-2022,30-11-2022,4,120.18
19,HAUKANA MATERA,04-12-2022,01-12-2022,5,187.51
19,HAUKANA MATERA,05-12-2022,28-11-2022,1,20.69
19,HAUKANA MATERA,05-12-2022,30-11-2022,6,211.45
19,HAUKANA MATERA,05-12-2022,01-12-2022,3,69.84
19,HAUKANA MATERA,05-12-2022,05-12-2022,4,151.47
19,HAUKANA MATERA,06-12-2022,01-12-2022,1,53.31
19,HAUKANA MATERA,06-12-2022,05-12-2022,3,159.83
19,HAUKANA MATERA,07-12-2022,07-12-2022,5,228.15
19,HAUKANA MATERA,08-12-2022,07-12-2022,1,22.13
19,HAUKANA MATERA,08-12-2022,08-12-2022,5,173.46
19,HAUKANA MATERA,09-12-2022,09-12-2022,3,157.01
19,HAUKANA MATERA,11-12-2022,10-12-2022,2,104.99
19,HAUKANA MATERA,11-12-2022,11-12-2022,1,52.96
19,HAUKANA MATERA,13-12-2022,12-12-2022,6,253.53
19,HAUKANA MATERA,13-12-2022,13-12-2022,2,46.68
19,HAUKANA MATERA,14-12-2022,12-12-2022,3,66.28
19,HAUKANA MATERA,14-12-2022,13-12-2022,2,69.50
19,HAUKANA MATERA,14-12-2022,14-12-2022,3,126.91
19,HAUKANA MATERA,16-12-2022,13-12-2022,3,97.47
19,HAUKANA MATERA,16-12-2022,14-12-2022,3,153.65
19,HAUKANA MATERA,16-12-2022,16-12-2022,4,180.87
19,HAUKANA MATERA,17-12-2022,14-12-2022,2,42.12
19,HAUKANA MATERA,17-12-2022,15-12-2022,1,18.96
19,HAUKANA MATERA,17-12-2022,16-12-2022,1,19.16
19,HAUKANA MATERA,17-12-2022,17-12-2022,2,105.09
19,HAUKANA MATERA,18-12-2022,16-12-2022,2,104.74
19,HAUKANA MATERA,18-12-2022,17-12-2022,3,124.84
19,HAUKANA MATERA,18-12-2022,18-12-2022,3,128.85
19,HAUKANA MATERA,19-12-2022,16-12-2022,1,23.56
19,HAUKANA MATERA,19-12-2022,17-12-2022,4,120.87
19,HAUKANA MATERA,19-12-2022,18-12-2022,3,98.41
19,HAUKANA MATERA,19-12-2022,19-12-2022,1,23.17
19,HAUKANA MATERA,20-12-2022,18-12-2022,1,23.56
19,HAUKANA MATERA,20-12-2022,20-12-2022,4,206.36
19,HAUKANA MATERA,21-12-2022,20-12-2022,1,52.47
19,HAUKANA MATERA,21-12-2022,21-12-2022,4,182.46
19,HAUKANA MATERA,22-12-2022,20-12-2022,3,153.25
19,HAUKANA MATERA,22-12-2022,21-12-2022,5,159.44
19,HAUKANA MATERA,22-12-2022,22-12-2022,3,161.71
19,HAUKANA MATERA,23-12-2022,20-12-2022,1,50.84
19,HAUKANA MATERA,23-12-2022,21-12-2022,1,51.43
19,HAUKANA MATERA,23-12-2022,22-12-2022,3,69.79
19,HAUKANA MATERA,23-12-2022,23-12-2022,3,120.92
19,HAUKANA MATERA,24-12-2022,21-12-2022,1,23.41
19,HAUKANA MATERA,24-12-2022,23-12-2022,3,101.12
19,HAUKANA MATERA,24-12-2022,24-12-2022,3,120.79
19,HAUKANA MATERA,25-12-2022,23-12-2022,1,54.25
19,HAUKANA MATERA,25-12-2022,24-12-2022,6,228.38
19,HAUKANA MATERA,25-12-2022,25-12-2022,1,23.36
19,HAUKANA MATERA,26-12-2022,24-12-2022,2,76.38
19,HAUKANA MATERA,26-12-2022,25-12-2022,5,177.75
19,HAUKANA MATERA,26-12-2022,26-12-2022,5,252.89
19,HAUKANA MATERA,28-12-2022,25-12-2022,1,50.54
19,HAUKANA MATERA,28-12-2022,26-12-2022,3,100.43
19,HAUKANA MATERA,28-12-2022,27-12-2022,4,182.10
19,HAUKANA MATERA,28-12-2022,28-12-2022,3,159.84
19,HAUKANA MATERA,29-12-2022,26-12-2022,1,23.46
19,HAUKANA MATERA,29-12-2022,27-12-2022,2,46.63
19,HAUKANA MATERA,29-12-2022,28-12-2022,2,47.07
19,HAUKANA MATERA,29-12-2022,29-12-2022,3,99.34
19,HAUKANA MATERA,30-12-2022,27-12-2022,3,69.10
19,HAUKANA MATERA,30-12-2022,28-12-2022,3,129.50
19,HAUKANA MATERA,30-12-2022,29-12-2022,3,100.19
19,HAUKANA MATERA,30-12-2022,30-12-2022,3,156.61
19,HAUKANA MATERA,02-01-2023,29-12-2022,2,43.80
19,HAUKANA MATERA,02-01-2023,30-12-2022,3,98.46
19,HAUKANA MATERA,02-01-2023,31-12-2022,3,160.78
19,HAUKANA MATERA,02-01-2023,02-01-2023,3,98.71
19,HAUKANA MATERA,03-01-2023,01-01-2023,1,44.95
19,HAUKANA MATERA,03-01-2023,02-01-2023,1,53.31
19,HAUKANA MATERA,03-01-2023,03-01-2023,3,159.49
19,HAUKANA MATERA,05-01-2023,02-01-2023,1,54.25
19,HAUKANA MATERA,05-01-2023,03-01-2023,2,107.32
19,HAUKANA MATERA,05-01-2023,04-01-2023,2,46.82
19,HAUKANA MATERA,06-01-2023,03-01-2023,1,23.66
19,HAUKANA MATERA,06-01-2023,04-01-2023,5,139.03
19,HAUKANA MATERA,06-01-2023,05-01-2023,5,200.27
19,HAUKANA MATERA,06-01-2023,06-01-2023,1,48.41
19,HAUKANA MATERA,07-01-2023,04-01-2023,5,169.15
19,HAUKANA MATERA,07-01-2023,05-01-2023,3,147.01
19,HAUKANA MATERA,07-01-2023,06-01-2023,1,53.66
19,HAUKANA MATERA,07-01-2023,07-01-2023,2,75.34
19,HAUKANA MATERA,08-01-2023,06-01-2023,3,128.80
19,HAUKANA MATERA,08-01-2023,07-01-2023,1,52.17
19,HAUKANA MATERA,08-01-2023,08-01-2023,2,105.73
19,HAUKANA MATERA,09-01-2023,06-01-2023,5,142.16
19,HAUKANA MATERA,09-01-2023,07-01-2023,5,141.03
19,HAUKANA MATERA,09-01-2023,08-01-2023,1,53.56
19,HAUKANA MATERA,09-01-2023,09-01-2023,3,96.73
19,HAUKANA MATERA,10-01-2023,07-01-2023,2,46.33
19,HAUKANA MATERA,10-01-2023,08-01-2023,1,41.08
19,HAUKANA MATERA,10-01-2023,09-01-2023,1,54.35
19,HAUKANA MATERA,10-01-2023,10-01-2023,5,265.22
19,HAUKANA MATERA,11-01-2023,08-01-2023,3,136.23
19,HAUKANA MATERA,11-01-2023,09-01-2023,1,54.65
19,HAUKANA MATERA,11-01-2023,10-01-2023,2,46.14
19,HAUKANA MATERA,11-01-2023,11-01-2023,4,120.88
19,HAUKANA MATERA,12-01-2023,09-01-2023,1,46.53
19,HAUKANA MATERA,12-01-2023,10-01-2023,1,23.61
19,HAUKANA MATERA,12-01-2023,11-01-2023,3,159.98
19,HAUKANA MATERA,12-01-2023,12-01-2023,4,184.73
19,HAUKANA MATERA,14-01-2023,10-01-2023,1,50.74
19,HAUKANA MATERA,14-01-2023,11-01-2023,1,23.36
19,HAUKANA MATERA,14-01-2023,12-01-2023,2,104.69
19,HAUKANA MATERA,14-01-2023,13-01-2023,3,159.84
19,HAUKANA MATERA,14-01-2023,14-01-2023,3,129.84
19,HAUKANA MATERA,15-01-2023,12-01-2023,1,23.61
19,HAUKANA MATERA,15-01-2023,13-01-2023,3,98.45
19,HAUKANA MATERA,15-01-2023,14-01-2023,3,130.82
19,HAUKANA MATERA,15-01-2023,15-01-2023,4,184.05
19,HAUKANA MATERA,16-01-2023,14-01-2023,1,23.71
19,HAUKANA MATERA,16-01-2023,15-01-2023,2,46.48
19,HAUKANA MATERA,16-01-2023,16-01-2023,3,123.26
